Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,64.70000E-012,120.15200E-003,-60.00000E+000,-578.00000E-012,10.09700E-003
1,1,2,1.00000E+000,76.00000E-012,241.61000E-003,-59.39700E+000,-1.17600E-009,142.31800E-003
1,1,3,1.00000E+000,79.00000E-012,362.46900E-003,-58.79400E+000,-1.29800E-009,266.48600E-003
1,1,4,1.00000E+000,88.20000E-012,483.20500E-003,-58.19100E+000,-853.00000E-012,387.37400E-003
1,1,5,1.00000E+000,82.30000E-012,603.95400E-003,-57.58790E+000,-663.00000E-012,508.10600E-003
1,1,6,1.00000E+000,91.80000E-012,725.05900E-003,-56.98490E+000,-641.00000E-012,628.82700E-003
1,1,7,1.00000E+000,102.90000E-012,845.80300E-003,-56.38190E+000,-399.00000E-012,746.45200E-003
1,1,8,1.00000E+000,123.70000E-012,966.59600E-003,-55.77890E+000,-81.00000E-012,870.73200E-003
1,1,9,1.00000E+000,122.10000E-012,1.08738E+000,-55.17590E+000,-486.00000E-012,988.13000E-003
1,1,10,999.99900E-003,153.30000E-012,1.20813E+000,-54.57290E+000,127.00000E-012,1.11233E+000
1,1,11,1.00000E+000,150.60000E-012,1.32892E+000,-53.96980E+000,418.00000E-012,1.23296E+000
1,1,12,1.00000E+000,171.20000E-012,1.44969E+000,-53.36680E+000,549.00000E-012,1.35030E+000
1,1,13,1.00000E+000,176.50000E-012,1.57064E+000,-52.76380E+000,532.00000E-012,1.47621E+000
1,1,14,1.00000E+000,196.50000E-012,1.69141E+000,-52.16080E+000,545.00000E-012,1.59540E+000
1,1,15,1.00000E+000,212.60000E-012,1.81215E+000,-51.55780E+000,808.00000E-012,1.71295E+000
1,1,16,1.00000E+000,258.50000E-012,1.93293E+000,-50.95480E+000,444.00000E-012,1.83705E+000
1,1,17,1.00000E+000,267.90000E-012,2.05370E+000,-50.35180E+000,876.00000E-012,1.95449E+000
1,1,18,999.99900E-003,297.00000E-012,2.17475E+000,-49.74870E+000,1.04900E-009,2.07564E+000
1,1,19,1.00000E+000,287.80000E-012,2.29564E+000,-49.14570E+000,850.00000E-012,2.19663E+000
1,1,20,999.99900E-003,359.40000E-012,2.41643E+000,-48.54270E+000,-328.00000E-012,2.32065E+000
1,1,21,999.99900E-003,398.20000E-012,2.54515E+000,-47.93970E+000,1.02100E-009,2.43784E+000
1,1,22,999.99900E-003,418.80000E-012,2.66664E+000,-47.33670E+000,-290.00000E-012,2.57069E+000
1,1,23,1.00000E+000,451.00000E-012,2.78782E+000,-46.73370E+000,669.00000E-012,2.69402E+000
1,1,24,999.99900E-003,506.60000E-012,2.90861E+000,-46.13070E+000,308.00000E-012,2.81262E+000
1,1,25,1.00000E+000,535.90000E-012,3.04494E+000,-45.52760E+000,174.00000E-012,2.93004E+000
1,1,26,1.00000E+000,645.80000E-012,3.16571E+000,-44.92460E+000,-598.00000E-012,3.07007E+000
1,1,27,1.00000E+000,713.80000E-012,3.28645E+000,-44.32160E+000,-670.00000E-012,3.18720E+000
1,1,28,999.99900E-003,769.10000E-012,3.40721E+000,-43.71860E+000,-748.00000E-012,3.30799E+000
1,1,29,999.99900E-003,849.00000E-012,3.54613E+000,-43.11560E+000,-100.00000E-012,3.43201E+000
1,1,30,1.00000E+000,966.10000E-012,3.66690E+000,-42.51260E+000,-751.00000E-012,3.56768E+000
1,1,31,1.00000E+000,962.60000E-012,3.78864E+000,-41.90950E+000,-464.00000E-012,3.68977E+000
1,1,32,1.00000E+000,1.16390E-009,3.90940E+000,-41.30650E+000,243.00000E-012,3.81359E+000
1,1,33,1.00000E+000,1.17120E-009,4.04737E+000,-40.70350E+000,413.00000E-012,3.93435E+000
1,1,34,999.99900E-003,1.31820E-009,4.16814E+000,-40.10050E+000,-613.00000E-012,4.06894E+000
1,1,35,999.99900E-003,1.64020E-009,4.28919E+000,-39.49750E+000,-69.00000E-012,4.19304E+000
1,1,36,1.00000E+000,1.87380E-009,4.40996E+000,-38.89450E+000,-302.00000E-012,4.31070E+000
1,1,37,999.99800E-003,2.17190E-009,4.54861E+000,-38.29150E+000,537.00000E-012,4.43487E+000
1,1,38,999.99900E-003,2.53640E-009,4.66938E+000,-37.68840E+000,-481.00000E-012,4.57012E+000
1,1,39,1.00000E+000,3.08510E-009,4.79012E+000,-37.08540E+000,-200.00000E-012,4.69087E+000
1,1,40,999.99900E-003,3.36740E-009,4.91091E+000,-36.48240E+000,487.00000E-012,4.81501E+000
1,1,41,1.00000E+000,4.10920E-009,5.05473E+000,-35.87940E+000,664.00000E-012,4.93584E+000
1,1,42,1.00000E+000,4.75030E-009,5.17551E+000,-35.27640E+000,772.00000E-012,5.07958E+000
1,1,43,1.00000E+000,5.84070E-009,5.29628E+000,-34.67340E+000,666.00000E-012,5.20049E+000
1,1,44,1.00000E+000,7.48770E-009,5.41706E+000,-34.07040E+000,591.00000E-012,5.32100E+000
1,1,45,999.99900E-003,7.97600E-009,5.55110E+000,-33.46730E+000,519.00000E-012,5.44188E+000
1,1,46,999.99800E-003,8.54340E-009,5.67186E+000,-32.86430E+000,641.00000E-012,5.57623E+000
1,1,47,999.99900E-003,9.57260E-009,5.79311E+000,-32.26130E+000,843.00000E-012,5.69673E+000
1,1,48,1.00000E+000,11.43440E-009,5.91382E+000,-31.65830E+000,812.00000E-012,5.81791E+000
1,1,49,999.99900E-003,12.99490E-009,6.05232E+000,-31.05530E+000,717.00000E-012,5.93534E+000
1,1,50,1.00000E+000,14.67710E-009,6.17313E+000,-30.45230E+000,82.00000E-012,6.07389E+000
1,1,51,999.99800E-003,16.93220E-009,6.29387E+000,-29.84920E+000,715.00000E-012,6.19797E+000
1,1,52,1.00000E+000,18.15850E-009,6.41461E+000,-29.24620E+000,660.00000E-012,6.31536E+000
1,1,53,1.00000E+000,20.76040E-009,6.55640E+000,-28.64320E+000,897.00000E-012,6.43946E+000
1,1,54,1.00000E+000,22.42190E-009,6.67718E+000,-28.04020E+000,1.08900E-009,6.57790E+000
1,1,55,1.00000E+000,24.02410E-009,6.79794E+000,-27.43720E+000,726.00000E-012,6.70208E+000
1,1,56,1.00000E+000,26.52740E-009,6.91874E+000,-26.83420E+000,588.00000E-012,6.82263E+000
1,1,57,999.99800E-003,28.05610E-009,7.05580E+000,-26.23120E+000,478.00000E-012,6.94356E+000
1,1,58,1.00000E+000,31.55170E-009,7.17657E+000,-25.62810E+000,1.02200E-009,7.07751E+000
1,1,59,999.99800E-003,33.57490E-009,7.29745E+000,-25.02510E+000,910.00000E-012,7.20139E+000
1,1,60,999.99900E-003,36.70260E-009,7.41823E+000,-24.42210E+000,1.09400E-009,7.31900E+000
1,1,61,999.99400E-003,40.64580E-009,7.55700E+000,-23.81910E+000,716.00000E-012,7.44295E+000
1,1,62,1.00000E+000,43.53080E-009,7.67778E+000,-23.21610E+000,1.04200E-009,7.57871E+000
1,1,63,999.99800E-003,46.93620E-009,7.79852E+000,-22.61310E+000,1.26700E-009,7.69922E+000
1,1,64,1.00001E+000,49.33670E-009,7.91926E+000,-22.01010E+000,747.00000E-012,7.82330E+000
1,1,65,1.00000E+000,53.88200E-009,8.06012E+000,-21.40700E+000,686.00000E-012,7.94404E+000
1,1,66,1.00000E+000,57.76800E-009,8.18088E+000,-20.80401E+000,1.51800E-009,8.08160E+000
1,1,67,999.99600E-003,61.36230E-009,8.30165E+000,-20.20101E+000,1.22500E-009,8.20241E+000
1,1,68,1.00000E+000,65.94420E-009,8.42244E+000,-19.59799E+000,1.12600E-009,8.32319E+000
1,1,69,1.00000E+000,69.04800E-009,8.55945E+000,-18.99497E+000,1.13500E-009,8.44393E+000
