Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,18.00000E-012,120.29300E-003,-60.00000E+000,-397.00000E-012,10.28600E-003
1,1,2,1.00000E+000,16.50000E-012,241.77600E-003,-59.39700E+000,-653.00000E-012,147.68300E-003
1,1,3,1.00000E+000,17.00000E-012,362.54300E-003,-58.79400E+000,-824.00000E-012,263.14500E-003
1,1,4,999.99900E-003,17.20000E-012,483.33900E-003,-58.19100E+000,-1.09700E-009,384.03700E-003
1,1,5,999.99900E-003,18.50000E-012,604.10200E-003,-57.58790E+000,-154.00000E-012,508.21400E-003
1,1,6,999.99900E-003,18.00000E-012,725.54300E-003,-56.98490E+000,-388.00000E-012,625.59700E-003
1,1,7,999.99900E-003,21.50000E-012,846.27000E-003,-56.38190E+000,-65.00000E-012,747.02900E-003
1,1,8,1.00000E+000,21.50000E-012,967.05800E-003,-55.77890E+000,240.00000E-012,867.82600E-003
1,1,9,999.99900E-003,23.40000E-012,1.08785E+000,-55.17590E+000,615.00000E-012,988.60700E-003
1,1,10,1.00000E+000,23.90000E-012,1.20862E+000,-54.57290E+000,486.00000E-012,1.11268E+000
1,1,11,1.00000E+000,27.40000E-012,1.32936E+000,-53.96980E+000,856.00000E-012,1.23010E+000
1,1,12,999.99900E-003,26.40000E-012,1.45073E+000,-53.36680E+000,944.00000E-012,1.35148E+000
1,1,13,999.99900E-003,28.20000E-012,1.57159E+000,-52.76380E+000,-632.00000E-012,1.47671E+000
1,1,14,1.00000E+000,30.40000E-012,1.69233E+000,-52.16080E+000,-644.00000E-012,1.59652E+000
1,1,15,1.00000E+000,32.20000E-012,1.81308E+000,-51.55780E+000,-963.00000E-012,1.71726E+000
1,1,16,1.00000E+000,32.30000E-012,1.93396E+000,-50.95480E+000,190.00000E-012,1.83458E+000
1,1,17,1.00000E+000,34.20000E-012,2.05657E+000,-50.35180E+000,553.00000E-012,1.95531E+000
1,1,18,1.00000E+000,35.70000E-012,2.17734E+000,-49.74870E+000,-1.07400E-009,2.08150E+000
1,1,19,999.99900E-003,37.30000E-012,2.29809E+000,-49.14570E+000,-940.00000E-012,2.20211E+000
1,1,20,1.00000E+000,38.30000E-012,2.41883E+000,-48.54270E+000,-838.00000E-012,2.31963E+000
1,1,21,999.99900E-003,41.50000E-012,2.54409E+000,-47.93970E+000,-430.00000E-012,2.44371E+000
1,1,22,1.00000E+000,48.50000E-012,2.66486E+000,-47.33670E+000,461.00000E-012,2.56565E+000
1,1,23,999.99900E-003,52.30000E-012,2.78690E+000,-46.73370E+000,788.00000E-012,2.68808E+000
1,1,24,1.00000E+000,55.50000E-012,2.90764E+000,-46.13070E+000,549.00000E-012,2.81174E+000
1,1,25,999.99900E-003,54.00000E-012,3.04530E+000,-45.52760E+000,295.00000E-012,2.93255E+000
1,1,26,1.00000E+000,58.60000E-012,3.16606E+000,-44.92460E+000,955.00000E-012,3.06686E+000
1,1,27,1.00000E+000,61.00000E-012,3.28679E+000,-44.32160E+000,959.00000E-012,3.18754E+000
1,1,28,999.99900E-003,70.90000E-012,3.40784E+000,-43.71860E+000,304.00000E-012,3.31192E+000
1,1,29,999.99900E-003,73.40000E-012,3.54649E+000,-43.11560E+000,106.00000E-012,3.43277E+000
1,1,30,1.00000E+000,81.10000E-012,3.66730E+000,-42.51260E+000,1.07500E-009,3.56805E+000
1,1,31,1.00000E+000,85.70000E-012,3.78806E+000,-41.90950E+000,287.00000E-012,3.69221E+000
1,1,32,999.99900E-003,87.90000E-012,3.90905E+000,-41.30650E+000,-21.00000E-012,3.81317E+000
1,1,33,1.00000E+000,95.10000E-012,4.04964E+000,-40.70350E+000,-267.00000E-012,3.93395E+000
1,1,34,1.00000E+000,104.60000E-012,4.17042E+000,-40.10050E+000,-459.00000E-012,4.07454E+000
1,1,35,999.99900E-003,118.00000E-012,4.29119E+000,-39.49750E+000,-872.00000E-012,4.19531E+000
1,1,36,1.00000E+000,129.20000E-012,4.41194E+000,-38.89450E+000,433.00000E-012,4.31270E+000
1,1,37,1.00000E+000,140.50000E-012,4.54898E+000,-38.29150E+000,678.00000E-012,4.43331E+000
1,1,38,1.00000E+000,183.70000E-012,4.66975E+000,-37.68840E+000,800.00000E-012,4.57054E+000
1,1,39,1.00000E+000,197.90000E-012,4.79052E+000,-37.08540E+000,-814.00000E-012,4.69464E+000
1,1,40,1.00000E+000,226.40000E-012,4.91150E+000,-36.48240E+000,-711.00000E-012,4.81570E+000
1,1,41,999.99900E-003,294.50000E-012,5.05021E+000,-35.87940E+000,-918.00000E-012,4.93678E+000
1,1,42,1.00000E+000,366.70000E-012,5.17171E+000,-35.27640E+000,-30.00000E-012,5.07261E+000
1,1,43,1.00000E+000,434.00000E-012,5.29246E+000,-34.67340E+000,-77.00000E-012,5.19324E+000
1,1,44,1.00000E+000,572.50000E-012,5.41321E+000,-34.07040E+000,-1.03500E-009,5.31727E+000
1,1,45,1.00000E+000,701.80000E-012,5.55285E+000,-33.46730E+000,-291.00000E-012,5.43469E+000
1,1,46,1.00000E+000,833.50000E-012,5.67479E+000,-32.86430E+000,-904.00000E-012,5.57784E+000
1,1,47,1.00000E+000,1.53620E-009,5.79554E+000,-32.26130E+000,-540.00000E-012,5.69946E+000
1,1,48,999.99900E-003,1.64970E-009,5.91630E+000,-31.65830E+000,-569.00000E-012,5.81705E+000
1,1,49,999.99900E-003,2.00930E-009,6.05263E+000,-31.05530E+000,-459.00000E-012,5.93782E+000
1,1,50,999.99900E-003,1.93990E-009,6.17340E+000,-30.45230E+000,-790.00000E-012,6.07750E+000
1,1,51,999.99900E-003,2.84800E-009,6.29414E+000,-29.84920E+000,-744.00000E-012,6.19819E+000
1,1,52,999.99900E-003,4.27500E-009,6.41524E+000,-29.24620E+000,-687.00000E-012,6.31588E+000
1,1,53,1.00000E+000,4.70780E-009,6.55483E+000,-28.64320E+000,-59.00000E-012,6.44014E+000
1,1,54,1.00000E+000,6.07670E-009,6.67567E+000,-28.04020E+000,-471.00000E-012,6.57634E+000
1,1,55,999.99800E-003,7.01600E-009,6.79643E+000,-27.43720E+000,-276.00000E-012,6.69717E+000
1,1,56,1.00000E+000,8.21030E-009,6.91718E+000,-26.83420E+000,-294.00000E-012,6.81798E+000
1,1,57,999.99900E-003,9.61410E-009,7.05603E+000,-26.23120E+000,572.00000E-012,6.94203E+000
1,1,58,1.00000E+000,12.27840E-009,7.17694E+000,-25.62810E+000,368.00000E-012,7.08157E+000
1,1,59,1.00000E+000,13.12240E-009,7.29768E+000,-25.02510E+000,834.00000E-012,7.20328E+000
1,1,60,1.00000E+000,14.27280E-009,7.41843E+000,-24.42210E+000,251.00000E-012,7.31923E+000
1,1,61,999.99900E-003,16.61180E-009,7.55729E+000,-23.81910E+000,888.00000E-012,7.44321E+000
1,1,62,999.99900E-003,17.78620E-009,7.67810E+000,-23.21610E+000,761.00000E-012,7.58215E+000
1,1,63,999.99900E-003,18.80490E-009,7.79884E+000,-22.61310E+000,289.00000E-012,7.69968E+000
1,1,64,1.00000E+000,20.86990E-009,7.91990E+000,-22.01010E+000,711.00000E-012,7.82089E+000
1,1,65,999.99900E-003,22.33140E-009,8.05747E+000,-21.40700E+000,1.08400E-009,7.94173E+000
1,1,66,999.99800E-003,24.30040E-009,8.17824E+000,-20.80400E+000,693.00000E-012,8.07894E+000
1,1,67,1.00000E+000,25.98890E-009,8.29898E+000,-20.20101E+000,608.00000E-012,8.19973E+000
1,1,68,1.00000E+000,27.89080E-009,8.41996E+000,-19.59799E+000,1.17400E-009,8.32065E+000
1,1,69,1.00000E+000,29.47680E-009,8.55867E+000,-18.99497E+000,996.00000E-012,8.44473E+000
1,1,70,999.99900E-003,31.58390E-009,8.67961E+000,-18.39196E+000,1.03600E-009,8.58069E+000
1,1,71,1.00000E+000,32.18380E-009,8.80041E+000,-17.78894E+000,681.00000E-012,8.70621E+000
1,1,72,1.00000E+000,34.13210E-009,8.92136E+000,-17.18593E+000,843.00000E-012,8.82541E+000
1,1,73,1.00001E+000,36.74300E-009,9.05991E+000,-16.58291E+000,697.00000E-012,8.94614E+000
1,1,74,999.99900E-003,38.38500E-009,9.18069E+000,-15.97990E+000,883.00000E-012,9.08476E+000
1,1,75,1.00000E+000,42.07580E-009,9.30143E+000,-15.37688E+000,743.00000E-012,9.20551E+000
1,1,76,999.99600E-003,42.39780E-009,9.42248E+000,-14.77387E+000,529.00000E-012,9.32651E+000
1,1,77,1.00000E+000,44.18770E-009,9.56112E+000,-14.17085E+000,1.21100E-009,9.44464E+000
1,1,78,999.99800E-003,46.19650E-009,9.68193E+000,-13.56784E+000,1.60300E-009,9.58268E+000
1,1,79,999.99700E-003,47.85050E-009,9.80273E+000,-12.96482E+000,330.00000E-012,9.70678E+000
1,1,80,999.99200E-003,49.92960E-009,9.92370E+000,-12.36181E+000,103.00000E-012,9.82772E+000
1,1,81,1.00000E+000,52.12980E-009,10.06237E+000,-11.75879E+000,-204.00000E-012,9.94847E+000
1,1,82,999.99400E-003,54.38020E-009,10.18336E+000,-11.15578E+000,127.00000E-012,10.08738E+000
1,1,83,1.00000E+000,57.42230E-009,10.30430E+000,-10.55276E+000,-539.00000E-012,10.20945E+000
1,1,84,1.00001E+000,60.86420E-009,10.42515E+000,-9.94975E+000,-510.00000E-012,10.32921E+000
1,1,85,1.00001E+000,61.96790E-009,10.56369E+000,-9.34673E+000,-562.00000E-012,10.44995E+000
1,1,86,999.99700E-003,63.98700E-009,10.68446E+000,-8.74372E+000,945.00000E-012,10.58524E+000
1,1,87,999.99000E-003,69.07880E-009,10.80520E+000,-8.14070E+000,-532.00000E-012,10.70926E+000
1,1,88,999.99700E-003,68.35470E-009,10.92664E+000,-7.53769E+000,-815.00000E-012,10.83145E+000
1,1,89,1.00000E+000,71.86060E-009,11.06483E+000,-6.93467E+000,530.00000E-012,10.94798E+000
1,1,90,1.00001E+000,76.38030E-009,11.18561E+000,-6.33166E+000,-644.00000E-012,11.08966E+000
1,1,91,1.00001E+000,79.34490E-009,11.30635E+000,-5.72864E+000,-772.00000E-012,11.21040E+000
1,1,92,999.99400E-003,84.12700E-009,11.42733E+000,-5.12563E+000,-29.00000E-012,11.32809E+000
1,1,93,1.00001E+000,87.36070E-009,11.56604E+000,-4.52261E+000,-114.00000E-012,11.44887E+000
1,1,94,1.00000E+000,91.66090E-009,11.68698E+000,-3.91960E+000,-122.00000E-012,11.58804E+000
1,1,95,999.99100E-003,95.37660E-009,11.80781E+000,-3.31658E+000,-22.00000E-012,11.70853E+000
1,1,96,1.00001E+000,99.41660E-009,11.92875E+000,-2.71357E+000,-335.00000E-012,11.82955E+000
1,1,97,1.00000E+000,103.96100E-009,12.08570E+000,-2.11055E+000,-172.00000E-012,11.95364E+000
1,1,98,999.99900E-003,108.11000E-009,12.20759E+000,-1.50753E+000,361.00000E-012,12.10712E+000
1,1,99,999.99900E-003,113.26600E-009,12.33044E+000,-904.52500E-003,-405.00000E-012,12.23228E+000
1,1,100,1.00000E+000,118.35100E-009,12.45239E+000,-301.50900E-003,354.00000E-012,12.35518E+000
1,1,101,999.99900E-003,122.67300E-009,12.58777E+000,301.51300E-003,766.00000E-012,12.47382E+000
1,1,102,999.99900E-003,130.21900E-009,12.70975E+000,904.52400E-003,-288.00000E-012,12.60933E+000
1,1,103,1.00000E+000,134.53500E-009,12.83185E+000,1.50754E+000,163.00000E-012,12.73121E+000
1,1,104,1.00000E+000,141.22900E-009,12.95372E+000,2.11055E+000,671.00000E-012,12.85358E+000
1,1,105,1.00000E+000,144.06600E-009,13.08266E+000,2.71357E+000,1.39700E-009,12.97863E+000
1,1,106,1.00000E+000,150.94400E-009,13.20458E+000,3.31658E+000,1.42300E-009,13.10405E+000
1,1,107,1.00000E+000,155.79200E-009,13.32645E+000,3.91960E+000,-131.00000E-012,13.22935E+000
1,1,108,1.00000E+000,162.00600E-009,13.44840E+000,4.52261E+000,410.00000E-012,13.35126E+000
1,1,109,1.00000E+000,164.08600E-009,13.58132E+000,5.12563E+000,1.15800E-009,13.46988E+000
1,1,110,1.00000E+000,169.63200E-009,13.70333E+000,5.72864E+000,2.38500E-009,13.60288E+000
1,1,111,999.99900E-003,175.18600E-009,13.82520E+000,6.33166E+000,1.23400E-009,13.72810E+000
1,1,112,1.00000E+000,182.39400E-009,13.94833E+000,6.93467E+000,2.92300E-009,13.84657E+000
1,1,113,1.00000E+000,187.82600E-009,14.08562E+000,7.53769E+000,3.28500E-009,13.96988E+000
1,1,114,1.00000E+000,191.40000E-009,14.20753E+000,8.14070E+000,3.85800E-009,14.10714E+000
1,1,115,1.00000E+000,198.17500E-009,14.32940E+000,8.74372E+000,4.89400E-009,14.22905E+000
1,1,116,1.00000E+000,206.90200E-009,14.45130E+000,9.34673E+000,6.65000E-009,14.35416E+000
1,1,117,1.00000E+000,209.89600E-009,14.58730E+000,9.94975E+000,8.07400E-009,14.47602E+000
1,1,118,999.99900E-003,217.21600E-009,14.70926E+000,10.55276E+000,8.45900E-009,14.60875E+000
1,1,119,1.00000E+000,225.09700E-009,14.83114E+000,11.15578E+000,10.29700E-009,14.73076E+000
1,1,120,1.00000E+000,232.30600E-009,14.95304E+000,11.75880E+000,12.79200E-009,14.85258E+000
1,1,121,999.99900E-003,239.41100E-009,15.08493E+000,12.36181E+000,14.39500E-009,14.97783E+000
1,1,122,1.00000E+000,247.14400E-009,15.20683E+000,12.96482E+000,15.20600E-009,15.10644E+000
1,1,123,1.00000E+000,255.66600E-009,15.32902E+000,13.56784E+000,17.79800E-009,15.22830E+000
1,1,124,1.00000E+000,260.96200E-009,15.45140E+000,14.17085E+000,20.92400E-009,15.35052E+000
1,1,125,1.00000E+000,265.04600E-009,15.58664E+000,14.77387E+000,23.93500E-009,15.47289E+000
1,1,126,1.00000E+000,272.49300E-009,15.70861E+000,15.37688E+000,25.95300E-009,15.61145E+000
1,1,127,1.00000E+000,282.28100E-009,15.83047E+000,15.97990E+000,30.01500E-009,15.73333E+000
1,1,128,1.00000E+000,286.71200E-009,15.95237E+000,16.58291E+000,33.44000E-009,15.85197E+000
1,1,129,1.00000E+000,292.77600E-009,16.08992E+000,17.18593E+000,37.37500E-009,15.97385E+000
1,1,130,1.00000E+000,299.34500E-009,16.21185E+000,17.78894E+000,40.38100E-009,16.11143E+000
1,1,131,1.00000E+000,304.07500E-009,16.33372E+000,18.39196E+000,44.84200E-009,16.23664E+000
1,1,132,999.99900E-003,313.04400E-009,16.45563E+000,18.99497E+000,48.41700E-009,16.35852E+000
1,1,133,1.00000E+000,320.13400E-009,16.59300E+000,19.59799E+000,52.99000E-009,16.48045E+000
1,1,134,1.00000E+000,325.43300E-009,16.71495E+000,20.20101E+000,58.16000E-009,16.61781E+000
1,1,135,1.00000E+000,331.33600E-009,16.83683E+000,20.80402E+000,63.93100E-009,16.73642E+000
1,1,136,999.99900E-003,336.67900E-009,16.95886E+000,21.40700E+000,69.16800E-009,16.85861E+000
1,1,137,1.00000E+000,346.68700E-009,17.11042E+000,22.01010E+000,73.74300E-009,16.98372E+000
1,1,138,1.00000E+000,352.40700E-009,17.23242E+000,22.61310E+000,81.69500E-009,17.13529E+000
1,1,139,1.00000E+000,357.70200E-009,17.35430E+000,23.21610E+000,87.40400E-009,17.25721E+000
1,1,140,1.00000E+000,364.81800E-009,17.47616E+000,23.81910E+000,93.89500E-009,17.37916E+000
1,1,141,1.00000E+000,370.47300E-009,17.60035E+000,24.42210E+000,100.74400E-009,17.50101E+000
1,1,142,999.99900E-003,376.99100E-009,17.72230E+000,25.02510E+000,107.13100E-009,17.62689E+000
1,1,143,999.99900E-003,384.61900E-009,17.84424E+000,25.62810E+000,115.77100E-009,17.74707E+000
1,1,144,999.99900E-003,393.45100E-009,17.96611E+000,26.23120E+000,124.56600E-009,17.86572E+000
1,1,145,999.99900E-003,397.26700E-009,18.10125E+000,26.83420E+000,134.67900E-009,17.98757E+000
1,1,146,999.99900E-003,404.91900E-009,18.22317E+000,27.43720E+000,142.39900E-009,18.12613E+000
1,1,147,1.00000E+000,409.04100E-009,18.34535E+000,28.04020E+000,152.25200E-009,18.24797E+000
