Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,999.99900E-003,18.60000E-012,120.10900E-003,-60.00000E+000,-458.00000E-012,10.21900E-003
1,1,2,1.00000E+000,19.10000E-012,241.45400E-003,-59.39700E+000,-761.00000E-012,147.57900E-003
1,1,3,999.99900E-003,20.00000E-012,362.18700E-003,-58.79400E+000,-868.00000E-012,266.35100E-003
1,1,4,1.00000E+000,19.00000E-012,482.92300E-003,-58.19100E+000,-726.00000E-012,387.08000E-003
1,1,5,1.00000E+000,20.10000E-012,603.68500E-003,-57.58790E+000,-991.00000E-012,504.41500E-003
1,1,6,1.00000E+000,20.70000E-012,724.66300E-003,-56.98490E+000,-239.00000E-012,628.60300E-003
1,1,7,1.00000E+000,23.30000E-012,845.41000E-003,-56.38190E+000,1.00000E-012,749.57000E-003
1,1,8,1.00000E+000,23.20000E-012,966.18100E-003,-55.77890E+000,112.00000E-012,870.31600E-003
1,1,9,1.00000E+000,23.10000E-012,1.08698E+000,-55.17590E+000,237.00000E-012,990.94300E-003
1,1,10,1.00000E+000,24.50000E-012,1.20773E+000,-54.57290E+000,342.00000E-012,1.11187E+000
1,1,11,1.00000E+000,27.10000E-012,1.32848E+000,-53.96980E+000,564.00000E-012,1.23267E+000
1,1,12,999.99900E-003,27.50000E-012,1.44992E+000,-53.36680E+000,514.00000E-012,1.35404E+000
1,1,13,1.00000E+000,25.70000E-012,1.57124E+000,-52.76380E+000,163.00000E-012,1.47636E+000
1,1,14,1.00000E+000,26.80000E-012,1.69202E+000,-52.16080E+000,417.00000E-012,1.59609E+000
1,1,15,1.00000E+000,29.40000E-012,1.81277E+000,-51.55780E+000,1.02000E-009,1.71357E+000
1,1,16,1.00000E+000,30.50000E-012,1.93359E+000,-50.95480E+000,-31.00000E-012,1.83773E+000
1,1,17,999.99900E-003,32.70000E-012,2.05782E+000,-50.35180E+000,1.04300E-009,1.95505E+000
1,1,18,999.99900E-003,36.40000E-012,2.17863E+000,-49.74870E+000,116.00000E-012,2.07934E+000
1,1,19,1.00000E+000,38.50000E-012,2.29940E+000,-49.14570E+000,-1.18800E-009,2.20349E+000
1,1,20,1.00000E+000,41.30000E-012,2.42017E+000,-48.54270E+000,-1.29200E-009,2.32423E+000
1,1,21,1.00000E+000,45.00000E-012,2.54465E+000,-47.93970E+000,-150.00000E-012,2.44155E+000
1,1,22,1.00000E+000,48.80000E-012,2.66547E+000,-47.33670E+000,-749.00000E-012,2.56622E+000
1,1,23,1.00000E+000,56.70000E-012,2.78626E+000,-46.73370E+000,-565.00000E-012,2.68699E+000
1,1,24,1.00000E+000,55.50000E-012,2.90732E+000,-46.13070E+000,-135.00000E-012,2.80832E+000
1,1,25,1.00000E+000,61.90000E-012,3.04585E+000,-45.52760E+000,-286.00000E-012,2.92923E+000
1,1,26,1.00000E+000,65.80000E-012,3.16671E+000,-44.92460E+000,-472.00000E-012,3.06742E+000
1,1,27,1.00000E+000,72.40000E-012,3.28745E+000,-44.32160E+000,9.00000E-012,3.19155E+000
1,1,28,1.00000E+000,78.90000E-012,3.40824E+000,-43.71860E+000,-310.00000E-012,3.30894E+000
1,1,29,999.99900E-003,81.40000E-012,3.54697E+000,-43.11560E+000,384.00000E-012,3.43302E+000
1,1,30,1.00000E+000,94.00000E-012,3.66777E+000,-42.51260E+000,58.00000E-012,3.57184E+000
1,1,31,1.00000E+000,90.90000E-012,3.78870E+000,-41.90950E+000,-78.00000E-012,3.68958E+000
1,1,32,1.00000E+000,104.90000E-012,3.90944E+000,-41.30650E+000,-138.00000E-012,3.81019E+000
1,1,33,1.00000E+000,114.10000E-012,4.04813E+000,-40.70350E+000,-98.00000E-012,3.93098E+000
1,1,34,999.99900E-003,117.80000E-012,4.16900E+000,-40.10050E+000,206.00000E-012,4.07305E+000
1,1,35,1.00000E+000,131.10000E-012,4.28973E+000,-39.49750E+000,-99.00000E-012,4.19048E+000
1,1,36,1.00000E+000,145.90000E-012,4.41048E+000,-38.89450E+000,217.00000E-012,4.31116E+000
1,1,37,999.99900E-003,160.60000E-012,4.54931E+000,-38.29150E+000,604.00000E-012,4.43534E+000
1,1,38,1.00000E+000,176.00000E-012,4.67007E+000,-37.68840E+000,-166.00000E-012,4.57076E+000
1,1,39,1.00000E+000,190.40000E-012,4.79099E+000,-37.08540E+000,759.00000E-012,4.69627E+000
1,1,40,1.00000E+000,224.50000E-012,4.91174E+000,-36.48240E+000,729.00000E-012,4.81592E+000
1,1,41,1.00000E+000,228.00000E-012,5.05054E+000,-35.87940E+000,815.00000E-012,4.93660E+000
1,1,42,1.00000E+000,257.30000E-012,5.17148E+000,-35.27640E+000,502.00000E-012,5.07544E+000
1,1,43,1.00000E+000,344.80000E-012,5.29222E+000,-34.67340E+000,613.00000E-012,5.19634E+000
1,1,44,1.00000E+000,404.00000E-012,5.41302E+000,-34.07040E+000,803.00000E-012,5.31713E+000
1,1,45,1.00000E+000,548.30000E-012,5.55173E+000,-33.46730E+000,1.04700E-009,5.43455E+000
1,1,46,1.00000E+000,647.70000E-012,5.67251E+000,-32.86430E+000,256.00000E-012,5.57324E+000
1,1,47,1.00000E+000,847.10000E-012,5.79331E+000,-32.26130E+000,722.00000E-012,5.69738E+000
1,1,48,1.00000E+000,990.90000E-012,5.91455E+000,-31.65830E+000,893.00000E-012,5.81816E+000
1,1,49,999.99900E-003,1.21870E-009,6.05580E+000,-31.05530E+000,878.00000E-012,5.93939E+000
1,1,50,1.00000E+000,1.54190E-009,6.17665E+000,-30.45230E+000,780.00000E-012,6.08071E+000
1,1,51,999.99900E-003,1.87040E-009,6.29754E+000,-29.84920E+000,863.00000E-012,6.20176E+000
1,1,52,1.00000E+000,2.10740E-009,6.41832E+000,-29.24620E+000,537.00000E-012,6.32241E+000
1,1,53,1.00000E+000,2.77020E-009,6.55516E+000,-28.64320E+000,1.26600E-009,6.43986E+000
1,1,54,999.99900E-003,3.47020E-009,6.67606E+000,-28.04020E+000,1.35100E-009,6.57655E+000
1,1,55,999.99900E-003,4.87990E-009,6.79684E+000,-27.43720E+000,942.00000E-012,6.70087E+000
1,1,56,999.99800E-003,5.92490E-009,6.91759E+000,-26.83420E+000,836.00000E-012,6.82179E+000
1,1,57,1.00000E+000,6.87700E-009,7.05534E+000,-26.23120E+000,802.00000E-012,6.94241E+000
1,1,58,1.00000E+000,7.89590E-009,7.17620E+000,-25.62810E+000,551.00000E-012,7.07695E+000
1,1,59,999.99600E-003,8.86820E-009,7.29694E+000,-25.02510E+000,946.00000E-012,7.20103E+000
1,1,60,999.99900E-003,10.22720E-009,7.41768E+000,-24.42210E+000,1.05900E-009,7.31843E+000
1,1,61,999.99700E-003,11.08360E-009,7.55842E+000,-23.81910E+000,1.15300E-009,7.43911E+000
1,1,62,1.00000E+000,12.78840E-009,7.67919E+000,-23.21610E+000,1.04700E-009,7.57994E+000
1,1,63,1.00000E+000,14.70410E-009,7.80013E+000,-22.61310E+000,1.73700E-009,7.70086E+000
1,1,64,999.99800E-003,14.61350E-009,7.92087E+000,-22.01010E+000,1.38900E-009,7.82168E+000
1,1,65,1.00000E+000,17.28820E-009,8.05778E+000,-21.40700E+000,372.00000E-012,7.94569E+000
1,1,66,999.99500E-003,18.14080E-009,8.17917E+000,-20.80400E+000,1.38500E-009,8.07932E+000
1,1,67,1.00000E+000,20.76750E-009,8.29992E+000,-20.20101E+000,837.00000E-012,8.20388E+000
1,1,68,999.99900E-003,20.64810E-009,8.42073E+000,-19.59799E+000,1.37900E-009,8.32144E+000
1,1,69,1.00001E+000,23.80440E-009,8.55897E+000,-18.99497E+000,174.00000E-012,8.44700E+000
1,1,70,1.00001E+000,24.69880E-009,8.67978E+000,-18.39196E+000,937.00000E-012,8.58374E+000
1,1,71,1.00000E+000,26.13970E-009,8.80051E+000,-17.78894E+000,1.14500E-009,8.70131E+000
1,1,72,1.00001E+000,28.86380E-009,8.92162E+000,-17.18593E+000,790.00000E-012,8.82538E+000
1,1,73,1.00000E+000,29.57510E-009,9.06019E+000,-16.58291E+000,555.00000E-012,8.94648E+000
1,1,74,999.99500E-003,31.17880E-009,9.18133E+000,-15.97990E+000,1.26900E-009,9.08216E+000
1,1,75,999.99800E-003,33.83870E-009,9.30240E+000,-15.37688E+000,1.36300E-009,9.20336E+000
1,1,76,1.00000E+000,37.86010E-009,9.42319E+000,-14.77387E+000,540.00000E-012,9.32722E+000
1,1,77,999.99900E-003,39.17440E-009,9.56484E+000,-14.17085E+000,1.36300E-009,9.44466E+000
1,1,78,999.99600E-003,42.31360E-009,9.68616E+000,-13.56784E+000,1.16700E-009,9.58637E+000
1,1,79,1.00000E+000,45.75250E-009,9.80699E+000,-12.96482E+000,897.00000E-012,9.70772E+000
1,1,80,999.99900E-003,50.97290E-009,9.92776E+000,-12.36181E+000,-530.00000E-012,9.83179E+000
1,1,81,1.00000E+000,49.32860E-009,10.06361E+000,-11.75880E+000,-537.00000E-012,9.95252E+000
1,1,82,999.99800E-003,55.66500E-009,10.18447E+000,-11.15578E+000,518.00000E-012,10.08846E+000
1,1,83,1.00000E+000,56.68080E-009,10.30556E+000,-10.55276E+000,1.45000E-009,10.20595E+000
1,1,84,1.00000E+000,59.14470E-009,10.42635E+000,-9.94975E+000,1.30200E-009,10.32711E+000
1,1,85,1.00000E+000,62.17160E-009,10.56478E+000,-9.34673E+000,1.24300E-009,10.44787E+000
1,1,86,1.00000E+000,63.85320E-009,10.68559E+000,-8.74372E+000,329.00000E-012,10.58956E+000
1,1,87,999.99000E-003,66.93410E-009,10.80633E+000,-8.14070E+000,1.42700E-009,10.70709E+000
1,1,88,999.98400E-003,73.95030E-009,10.92707E+000,-7.53768E+000,1.74400E-009,10.82771E+000
1,1,89,1.00001E+000,80.08360E-009,11.06508E+000,-6.93467E+000,-159.00000E-012,10.95183E+000
1,1,90,999.99700E-003,83.85220E-009,11.18615E+000,-6.33166E+000,82.00000E-012,11.09140E+000
1,1,91,999.99400E-003,86.33600E-009,11.30690E+000,-5.72864E+000,251.00000E-012,11.21092E+000
1,1,92,1.00000E+000,90.73800E-009,11.42767E+000,-5.12563E+000,143.00000E-012,11.33165E+000
1,1,93,1.00001E+000,95.25490E-009,11.56630E+000,-4.52261E+000,-132.00000E-012,11.45250E+000
1,1,94,999.99800E-003,100.15640E-009,11.68709E+000,-3.91959E+000,1.71900E-009,11.58775E+000
1,1,95,1.00000E+000,103.67000E-009,11.81183E+000,-3.31658E+000,1.43900E-009,11.70861E+000
1,1,96,1.00000E+000,108.64500E-009,11.93408E+000,-2.71357E+000,-767.00000E-012,11.83724E+000
1,1,97,1.00000E+000,114.52500E-009,12.08075E+000,-2.11055E+000,-399.00000E-012,11.95590E+000
1,1,98,1.00000E+000,118.91000E-009,12.20273E+000,-1.50753E+000,972.00000E-012,12.10223E+000
