Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,251,10.00000E+000,1.18711E-006,30.59962E+000
1,1,252,10.00000E+000,1.17814E-006,30.72150E+000
1,1,253,10.00000E+000,1.17323E-006,30.84332E+000
1,1,254,10.00000E+000,1.18004E-006,30.96522E+000
1,1,255,10.00000E+000,1.17966E-006,31.08710E+000
1,1,256,10.00000E+000,1.17639E-006,31.20896E+000
1,1,257,10.00000E+000,1.17155E-006,31.33083E+000
1,1,258,10.00000E+000,1.17807E-006,31.45269E+000
1,1,259,10.00000E+000,1.19048E-006,31.57453E+000
1,1,260,10.00000E+000,1.18762E-006,31.69637E+000
1,1,261,10.00000E+000,1.17721E-006,31.81824E+000
1,1,262,10.00000E+000,1.17324E-006,31.94016E+000
1,1,263,10.00000E+000,1.17601E-006,32.06202E+000
1,1,264,10.00000E+000,1.17135E-006,32.18393E+000
1,1,265,10.00000E+000,1.17365E-006,32.30578E+000
1,1,266,10.00000E+000,1.18100E-006,32.42769E+000
1,1,267,10.00000E+000,1.19058E-006,32.54964E+000
1,1,268,10.00000E+000,1.18675E-006,32.67172E+000
1,1,269,10.00000E+000,1.17381E-006,32.79357E+000
1,1,270,10.00000E+000,1.16543E-006,32.91541E+000
1,1,271,10.00000E+000,1.18537E-006,33.03735E+000
1,1,272,10.00000E+000,1.18124E-006,33.15921E+000
1,1,273,10.00000E+000,1.17392E-006,33.28108E+000
1,1,274,10.00000E+000,1.18497E-006,33.40292E+000
1,1,275,10.00000E+000,1.18538E-006,33.52481E+000
1,1,276,10.00000E+000,1.17900E-006,33.64667E+000
1,1,277,10.00000E+000,1.18160E-006,33.76854E+000
1,1,278,10.00000E+000,1.19338E-006,33.89041E+000
1,1,279,10.00000E+000,1.18757E-006,34.01231E+000
1,1,280,10.00000E+000,1.18267E-006,34.13424E+000
1,1,281,10.00000E+000,1.17958E-006,34.25621E+000
1,1,282,10.00000E+000,1.17741E-006,34.37819E+000
