Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,0.00000E+000,70.00000E-012,108.71800E-003,15.00000E+000,17.46400E-009,14.83600E-003
1,1,2,350.00000E-003,11.09100E-009,229.60200E-003,15.00000E+000,18.18500E-009,130.29600E-003
1,1,3,700.00000E-003,24.87200E-009,350.34200E-003,15.00000E+000,17.71300E-009,251.04500E-003
1,1,4,1.05000E+000,40.37300E-009,471.08300E-003,15.00000E+000,17.36800E-009,371.78100E-003
1,1,5,1.40000E+000,58.94300E-009,591.80500E-003,15.00000E+000,16.85900E-009,492.52800E-003
1,1,6,1.75000E+000,77.57900E-009,712.56600E-003,15.00000E+000,16.41300E-009,613.27100E-003
1,1,7,2.10000E+000,94.69400E-009,833.30800E-003,15.00000E+000,16.13100E-009,734.03700E-003
1,1,8,2.45000E+000,116.43400E-009,954.17400E-003,15.00000E+000,15.73600E-009,855.32300E-003
1,1,9,2.80000E+000,138.02100E-009,1.07492E+000,15.00000E+000,15.49600E-009,975.61100E-003
1,1,10,3.15000E+000,160.28300E-009,1.19566E+000,15.00000E+000,15.15600E-009,1.09637E+000
1,1,11,3.50000E+000,182.39100E-009,1.31641E+000,15.00000E+000,15.07800E-009,1.21711E+000
1,1,12,3.85000E+000,198.01800E-009,1.43715E+000,15.00000E+000,14.92600E-009,1.33786E+000
1,1,13,4.20000E+000,217.54400E-009,1.55864E+000,15.00000E+000,15.01900E-009,1.45970E+000
1,1,14,4.55000E+000,244.12500E-009,1.67943E+000,15.00000E+000,14.96900E-009,1.58015E+000
1,1,15,4.90000E+000,260.71200E-009,1.80017E+000,15.00000E+000,14.86300E-009,1.70088E+000
1,1,16,5.25000E+000,282.75500E-009,1.92092E+000,15.00000E+000,15.18800E-009,1.82171E+000
1,1,17,5.60000E+000,297.58400E-009,2.04602E+000,15.00000E+000,15.06900E-009,1.94231E+000
1,1,18,5.95000E+000,321.21400E-009,2.16680E+000,15.00000E+000,16.00400E-009,2.06758E+000
1,1,19,6.30000E+000,342.11000E-009,2.28756E+000,15.00000E+000,15.86600E-009,2.18826E+000
1,1,20,6.65000E+000,367.75600E-009,2.40867E+000,15.00000E+000,15.53000E-009,2.30964E+000
1,1,21,7.00000E+000,394.98500E-009,2.54698E+000,15.00000E+000,15.48100E-009,2.43021E+000
1,1,22,7.35000E+000,407.09600E-009,2.66777E+000,15.00000E+000,15.53100E-009,2.56854E+000
1,1,23,7.70000E+000,430.74900E-009,2.78850E+000,15.00000E+000,15.25600E-009,2.68930E+000
1,1,24,8.05000E+000,450.14200E-009,2.90924E+000,15.00000E+000,15.05800E-009,2.80991E+000
1,1,25,8.40000E+000,474.22000E-009,3.04794E+000,15.00000E+000,14.83500E-009,2.93078E+000
1,1,26,8.75000E+000,491.68100E-009,3.16872E+000,15.00000E+000,14.86800E-009,3.06951E+000
1,1,27,9.10000E+000,524.96600E-009,3.28952E+000,15.00000E+000,14.65600E-009,3.19037E+000
1,1,28,9.45000E+000,538.46200E-009,3.41084E+000,15.00000E+000,14.27500E-009,3.31180E+000
1,1,29,9.80000E+000,552.88200E-009,3.54887E+000,15.00000E+000,13.92900E-009,3.43238E+000
1,1,30,10.15000E+000,586.97500E-009,3.66973E+000,15.00000E+000,14.12200E-009,3.57084E+000
1,1,31,10.50000E+000,596.41200E-009,3.79046E+000,15.00000E+000,14.06400E-009,3.69126E+000
1,1,32,10.85000E+000,609.86400E-009,3.91121E+000,15.00000E+000,13.68000E-009,3.81200E+000
1,1,33,11.20000E+000,644.05500E-009,4.04987E+000,15.00000E+000,13.41100E-009,3.93280E+000
1,1,34,11.55000E+000,670.92000E-009,4.17065E+000,15.00000E+000,13.73300E-009,4.07148E+000
1,1,35,11.90000E+000,704.44700E-009,4.29446E+000,15.00000E+000,13.12600E-009,4.19311E+000
1,1,36,12.25000E+000,715.54700E-009,4.41525E+000,15.00000E+000,12.33300E-009,4.31602E+000
1,1,37,12.60000E+000,738.88900E-009,4.55081E+000,15.00000E+000,12.02500E-009,4.43683E+000
1,1,38,12.95000E+000,759.25000E-009,4.67430E+000,15.00000E+000,12.60700E-009,4.57328E+000
1,1,39,13.30000E+000,769.31500E-009,4.79566E+000,15.00000E+000,11.68500E-009,4.69694E+000
1,1,40,13.65000E+000,806.05700E-009,4.91641E+000,15.00000E+000,11.53100E-009,4.81720E+000
1,1,41,14.00000E+000,825.77100E-009,5.06355E+000,15.00000E+000,11.42500E-009,4.93888E+000
1,1,42,14.35000E+000,846.37500E-009,5.18698E+000,15.00000E+000,12.80200E-009,5.08606E+000
1,1,43,14.70000E+000,866.52400E-009,5.31042E+000,15.00000E+000,12.90500E-009,5.20938E+000
1,1,44,15.05000E+000,867.55500E-009,5.43406E+000,15.00000E+000,12.16800E-009,5.33287E+000
1,1,45,15.40000E+000,887.66000E-009,5.57007E+000,15.00000E+000,11.35300E-009,5.45649E+000
1,1,46,15.75000E+000,904.63000E-009,5.69205E+000,15.00000E+000,12.36200E-009,5.59124E+000
1,1,47,16.10000E+000,933.25000E-009,5.81393E+000,15.00000E+000,12.01700E-009,5.71323E+000
1,1,48,16.45000E+000,955.44000E-009,5.93584E+000,15.00000E+000,11.42200E-009,5.83510E+000
1,1,49,16.80000E+000,980.31000E-009,6.06475E+000,15.00000E+000,10.90400E-009,5.95697E+000
1,1,50,17.15000E+000,1.00262E-006,6.18666E+000,15.00000E+000,12.31000E-009,6.08592E+000
1,1,51,17.50000E+000,1.00142E-006,6.30855E+000,15.00000E+000,12.43700E-009,6.20781E+000
1,1,52,17.85000E+000,1.01974E-006,6.43042E+000,15.00000E+000,12.08700E-009,6.32969E+000
1,1,53,18.20000E+000,1.04210E-006,6.56738E+000,15.00000E+000,11.84800E-009,6.45157E+000
1,1,54,18.55000E+000,1.07215E-006,6.68931E+000,15.00000E+000,12.15700E-009,6.58902E+000
1,1,55,18.90000E+000,1.06669E-006,6.81119E+000,15.00000E+000,11.98600E-009,6.71045E+000
1,1,56,19.25000E+000,1.09932E-006,6.93308E+000,15.00000E+000,11.42100E-009,6.83234E+000
1,1,57,19.60000E+000,1.14104E-006,7.06604E+000,15.00000E+000,10.98700E-009,6.95423E+000
1,1,58,19.95000E+000,1.15337E-006,7.18795E+000,14.99999E+000,11.95300E-009,7.08721E+000
1,1,59,20.30000E+000,1.17263E-006,7.30982E+000,15.00000E+000,11.93400E-009,7.20909E+000
1,1,60,20.65000E+000,1.17439E-006,7.43281E+000,15.00000E+000,11.62600E-009,7.33097E+000
1,1,61,21.00000E+000,1.18917E-006,7.57439E+000,14.99999E+000,10.98600E-009,7.45394E+000
1,1,62,21.35000E+000,1.20139E-006,7.69632E+000,15.00000E+000,10.51700E-009,7.59559E+000
1,1,63,21.70000E+000,1.22629E-006,7.81823E+000,15.00000E+000,10.15200E-009,7.71750E+000
1,1,64,22.05000E+000,1.25219E-006,7.94011E+000,15.00000E+000,10.27400E-009,7.83938E+000
1,1,65,22.40000E+000,1.26432E-006,8.06840E+000,14.99999E+000,10.51900E-009,7.96125E+000
1,1,66,22.75000E+000,1.26536E-006,8.19031E+000,15.00000E+000,11.70400E-009,8.08958E+000
1,1,67,23.10000E+000,1.26081E-006,8.31219E+000,15.00000E+000,11.42300E-009,8.21146E+000
1,1,68,23.45000E+000,1.27574E-006,8.43407E+000,15.00000E+000,10.98500E-009,8.33333E+000
1,1,69,23.80000E+000,1.32099E-006,8.57348E+000,15.00000E+000,10.27000E-009,8.45524E+000
