Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,0.00000E+000,116.00000E-012,108.70000E-003,25.00000E+000,83.67400E-009,14.66000E-003
1,1,2,350.00000E-003,16.16400E-009,229.61400E-003,25.00000E+000,82.45500E-009,130.22000E-003
1,1,3,700.00000E-003,38.02500E-009,350.35000E-003,25.00000E+000,81.65800E-009,251.05900E-003
1,1,4,1.05000E+000,65.51500E-009,471.09600E-003,25.00000E+000,80.73900E-009,371.76000E-003
1,1,5,1.40000E+000,98.46700E-009,591.84800E-003,25.00000E+000,79.69300E-009,492.55100E-003
1,1,6,1.75000E+000,135.52400E-009,712.59900E-003,25.00000E+000,78.82900E-009,613.30000E-003
1,1,7,2.10000E+000,172.18500E-009,833.33100E-003,25.00000E+000,78.42500E-009,734.06900E-003
1,1,8,2.45000E+000,215.07600E-009,954.09000E-003,25.00000E+000,77.22800E-009,855.44600E-003
1,1,9,2.80000E+000,259.07700E-009,1.07485E+000,25.00000E+000,76.57000E-009,975.54500E-003
1,1,10,3.15000E+000,308.05000E-009,1.19563E+000,25.00000E+000,75.85700E-009,1.09639E+000
1,1,11,3.50000E+000,353.67400E-009,1.31637E+000,25.00000E+000,75.67400E-009,1.21708E+000
1,1,12,3.85000E+000,408.94900E-009,1.43712E+000,25.00000E+000,74.80200E-009,1.33783E+000
1,1,13,4.20000E+000,457.20800E-009,1.55793E+000,25.00000E+000,74.09700E-009,1.45904E+000
1,1,14,4.55000E+000,513.10600E-009,1.67875E+000,25.00000E+000,73.48700E-009,1.57958E+000
1,1,15,4.90000E+000,568.37200E-009,1.79954E+000,25.00000E+000,72.81800E-009,1.70035E+000
1,1,16,5.25000E+000,627.30000E-009,1.92032E+000,25.00000E+000,72.36100E-009,1.82112E+000
1,1,17,5.60000E+000,681.78300E-009,2.04588E+000,25.00000E+000,71.72200E-009,1.94190E+000
1,1,18,5.95000E+000,740.21800E-009,2.16667E+000,25.00000E+000,72.53900E-009,2.06745E+000
1,1,19,6.30000E+000,796.00600E-009,2.29015E+000,25.00000E+000,72.44500E-009,2.18915E+000
1,1,20,6.65000E+000,844.52100E-009,2.41358E+000,25.00000E+000,72.71700E-009,2.31254E+000
1,1,21,7.00000E+000,898.68000E-009,2.56167E+000,25.00000E+000,71.88800E-009,2.43607E+000
